start_station_name,lat,lng
Putnam Ave & Throop Ave,40.6851532,-73.94111
2 Ave & E 125 St,40.802554,-73.933509
46 St & 7 Ave,40.644743,-74.003754
49 Ave & 21 St,40.74252,-73.948852
Wadsworth Ave & W 179 St,40.848467,-73.936064
Whitney Ave & Ketcham Pl,40.74249,-73.87809
Lexington Ave & E 120 St,40.8013066,-73.9398167
St Nicholas Ave & W 150 St,40.827212,-73.942722
Lott St & Erasmus St,40.64949,-73.95408
30 St & 48 Ave,40.7413272,-73.937999
5 St & 51 Ave,40.7423737,-73.9566
E 102 St & Park Ave,40.7904828,-73.95033068
Clarkson Ave & Utica Ave,40.65666,-73.93109
Little West St & 1 Pl,40.70569254,-74.01677685
8 Ave & W 31 St,40.7505853470215,-73.9946848154068
Ditmars Blvd & 43 St,40.771203,-73.903865
Eastern Pkwy & Kingston Ave,40.66959,-73.94237
Carroll St & Bond St,40.6786115,-73.99037292
Eames Pl & Claflin Ave,40.8692,-73.90121
Queens Blvd & 56 Ave,40.73481,-73.87431
48 St & 2 Ave,40.650176,-74.015606
Flushing Ave & Vanderbilt Ave,40.697950315695444,-73.97077560424805
79 St & Roosevelt Ave,40.74718,-73.88675
E 116 St & 2 Ave,40.796879,-73.937261
Wyckoff St & 3 Ave,40.6827549,-73.98258555
Picnic Point,40.68512559515415,-74.02535319328308
Broadway & W 185 St,40.852538,-73.93441
DeKalb Ave & Hudson Ave,40.689888,-73.981013
